Particle size;1;1.085334793;1.177951612;1.278471869;1.387570001;1.505978;1.63449032;1.773969213;1.925350509;2.089649895;2.267969736;2.461506464;2.671558608;2.899535508;3.14696677;3.415512527;3.706974581;4.023308488;4.366636685;4.739262721;5.143686724;5.582622164;6.05901407;6.57605878;7.137225394;7.746279044;8.407306161;9.12474189;9.903399849;10.74850442;11.66572582;12.66121812;13.74166054;14.9143023;16.18701119;17.56832644;19.06751593;20.69463846;22.46061114;24.37728274;26.45751311;28.71525951;31.16567023;33.82518624;36.7116515;39.84443268;43.24454908;46.93481372;50.93998632;55.2869395;60.00483903;65.12533953;70.68279689;76.71449871;83.26091457;90.36596746;98.07732857;106.4467371;115.5303473;125.3891056;136.0891589;147.7022991;160.3064442;173.9861614;188.8332344;204.9472794;222.436413;241.4179782;262.0193313;284.3786967;308.6460939;334.9843443;363.5701639;394.5953485;428.2680608;464.8142271;504.4790528;547.5286683;594.2519137;644.9622777
example 1;0.0086;0.0101;0.0119;0.014;0.0112;0.0128;0.0151;0.0171;0.0192;0.0226;0.0266;0.0314;0.0376;0.0451;0.0543;0.0649;0.0798;0.0968;0.1187;0.1477;0.1816;0.2313;0.2927;0.3771;0.4839;0.6297;0.8097;1.0223;1.255;1.4935;1.7182;1.8906;2.0073;2.0492;2.0103;1.8844;1.6957;1.4966;1.3043;1.1406;1.0043;0.9022;0.8187;0.7593;0.7229;0.7115;0.7203;0.7475;0.7944;0.8672;0.961;1.0928;1.2595;1.4726;1.73;2.0289;2.3595;2.7086;3.0526;3.3706;3.6453;3.8209;3.9121;3.9018;3.8244;3.668;3.5201;3.2504;2.9797;2.6663;2.3415;2.0076;1.7292;1.4696;1.2123;0.9925;0.7722;0.5802;0.4564;0.3456
example 2;0.010599518;0.012485719;0.014707573;0.017324809;0.013536802;0.015403824;0.018144959;0.020485913;0.022754424;0.02680361;0.031500229;0.037069757;0.044415625;0.053273788;0.064157807;0.076687806;0.094107574;0.114276594;0.14013123;0.173544817;0.212400423;0.268232571;0.336641473;0.427602765;0.540827237;0.692037423;0.87617361;1.096495788;1.341537007;1.605717834;1.873374628;2.110467815;2.309527302;2.44276445;2.48794968;2.437741576;2.269356412;2.03384905;1.732611564;1.438739823;1.17415195;0.974971109;0.824756361;0.722397918;0.650993564;0.606501693;0.578188225;0.568338914;0.568643135;0.580143812;0.601074344;0.627506992;0.667019202;0.715821921;0.778186798;0.854101772;0.953796437;1.082579191;1.236482474;1.436610001;1.683874786;1.976254652;2.296969577;2.668204663;3.014372009;3.34907529;3.635957854;3.794001122;3.865522728;3.808278549;3.655201048;3.463047751;3.18210657;2.876154208;2.589329145;2.283262306;1.95077763;1.644541889;1.394667059;1.130674537
